Epoch-Num	Learning-Rate	Train-Loss	Train-acc-B	Train-acc	Valid-Loss	Valid-acc-B	Valid-acc	
82.000000	0.098394	2.215000	45.094000	60.637000	2.647000	31.180000	41.815000	
83.000000	0.098356	2.199000	45.443000	61.523000	2.463000	38.573000	48.947000	
84.000000	0.098316	2.178000	47.180000	62.856000	3.003000	30.454000	33.225000	
85.000000	0.098277	2.199000	46.193000	61.645000	3.486000	22.358000	21.961000	
86.000000	0.098237	2.186000	46.606000	62.072000	3.125000	25.225000	26.580000	
87.000000	0.098196	2.181000	46.642000	62.449000	2.149000	50.937000	62.156000	
88.000000	0.098155	2.182000	46.319000	62.368000	2.547000	35.314000	44.773000	
89.000000	0.098114	2.182000	46.780000	62.337000	2.283000	46.972000	55.105000	
90.000000	0.098072	2.164000	47.391000	63.070000	2.467000	42.504000	48.663000	
91.000000	0.098030	2.172000	47.194000	62.500000	2.508000	41.240000	48.744000	
92.000000	0.097987	2.170000	46.835000	62.866000	2.783000	35.366000	39.546000	
93.000000	0.097944	2.171000	46.775000	62.836000	2.230000	45.953000	56.888000	
94.000000	0.097900	2.165000	48.290000	63.762000	3.319000	21.303000	23.784000	
95.000000	0.097856	2.149000	48.120000	63.487000	2.868000	27.708000	31.767000	
96.000000	0.097812	2.159000	47.810000	63.070000	2.193000	49.680000	58.914000	
97.000000	0.097767	2.160000	48.617000	63.660000	2.627000	33.391000	40.843000	
98.000000	0.097721	2.163000	48.152000	63.284000	2.393000	39.675000	52.229000	
99.000000	0.097675	2.149000	49.151000	63.976000	2.377000	41.917000	54.173000	
100.000000	0.097629	2.158000	48.053000	63.793000	2.811000	33.977000	37.358000	
101.000000	0.097582	2.151000	48.345000	63.508000	2.627000	33.356000	39.708000	
102.000000	0.097535	2.146000	48.860000	63.945000	2.882000	27.729000	39.506000	
103.000000	0.097487	2.161000	47.645000	62.999000	2.321000	46.738000	55.267000	
104.000000	0.097439	2.154000	48.587000	63.976000	3.362000	21.236000	26.702000	
105.000000	0.097390	2.155000	48.658000	63.732000	2.835000	36.525000	38.088000	
106.000000	0.097341	2.136000	48.941000	64.180000	2.810000	35.444000	40.843000	
107.000000	0.097292	2.142000	49.191000	64.251000	2.657000	31.269000	39.749000	
108.000000	0.097242	2.140000	49.752000	64.485000	2.457000	44.799000	48.703000	
109.000000	0.097192	2.127000	49.966000	64.821000	2.573000	34.784000	44.327000	
110.000000	0.097141	2.149000	48.890000	63.956000	2.718000	29.756000	36.669000	
111.000000	0.097090	2.138000	49.095000	63.742000	2.634000	34.310000	41.532000	
112.000000	0.097038	2.126000	49.515000	64.770000	2.046000	56.695000	65.721000	
113.000000	0.096986	2.136000	49.354000	64.322000	2.127000	54.983000	62.682000	
114.000000	0.096934	2.134000	49.595000	64.546000	2.605000	41.382000	43.274000	
115.000000	0.096881	2.118000	50.180000	65.167000	2.191000	49.613000	59.441000	
116.000000	0.096827	2.134000	49.234000	64.434000	2.414000	40.671000	52.066000	
117.000000	0.096773	2.119000	50.819000	65.421000	2.639000	32.058000	39.830000	
118.000000	0.096719	2.116000	51.096000	65.625000	2.557000	34.562000	45.097000	
119.000000	0.096664	2.127000	49.234000	64.587000	2.065000	55.506000	64.749000	
120.000000	0.096609	2.119000	49.608000	64.780000	2.144000	50.746000	60.697000	
121.000000	0.096554	2.117000	50.723000	65.187000	2.282000	45.012000	55.065000	
122.000000	0.096498	2.105000	50.966000	65.594000	2.184000	48.370000	59.360000	
123.000000	0.096441	2.117000	50.407000	65.259000	2.799000	32.334000	35.494000	
124.000000	0.096384	2.108000	51.384000	65.920000	2.569000	36.544000	46.394000	
125.000000	0.096327	2.116000	51.175000	65.340000	2.102000	54.635000	63.412000	
126.000000	0.096269	2.115000	51.121000	65.656000	2.870000	31.345000	33.266000	
127.000000	0.096211	2.112000	51.097000	65.462000	2.871000	30.453000	34.481000	
128.000000	0.096152	2.092000	51.894000	66.378000	2.381000	42.657000	49.230000	
129.000000	0.096093	2.117000	51.096000	65.482000	2.388000	44.924000	50.810000	
130.000000	0.096034	2.097000	51.342000	66.134000	2.180000	49.810000	59.887000	
131.000000	0.095974	2.117000	50.228000	64.556000	2.811000	36.149000	36.062000	
132.000000	0.095914	2.116000	50.470000	65.360000	2.375000	44.759000	50.648000	
133.000000	0.095853	2.097000	52.292000	66.236000	2.496000	42.185000	48.096000	
134.000000	0.095792	2.110000	51.496000	66.185000	2.379000	47.574000	51.175000	
135.000000	0.095730	2.115000	50.307000	64.750000	2.618000	38.840000	45.665000	
136.000000	0.095668	2.115000	51.327000	65.910000	2.334000	44.007000	54.214000	
137.000000	0.095606	2.102000	51.888000	66.083000	3.678000	14.450000	16.613000	
138.000000	0.095543	2.112000	50.949000	65.666000	2.333000	43.924000	51.783000	
139.000000	0.095479	2.106000	51.716000	65.849000	2.708000	27.494000	35.697000	
140.000000	0.095416	2.093000	51.705000	66.093000	2.242000	47.734000	57.820000	
141.000000	0.095351	2.089000	51.740000	66.378000	2.562000	39.083000	44.976000	
142.000000	0.095287	2.092000	52.298000	66.490000	2.883000	29.746000	33.023000	
143.000000	0.095222	2.104000	51.203000	65.584000	2.328000	49.392000	53.444000	
144.000000	0.095156	2.096000	52.515000	66.429000	2.578000	42.538000	44.854000	
145.000000	0.095090	2.102000	51.798000	66.327000	2.281000	48.024000	55.875000	
146.000000	0.095024	2.075000	54.091000	67.752000	2.307000	48.106000	54.295000	
147.000000	0.094957	2.090000	52.435000	66.511000	2.315000	47.348000	53.404000	
148.000000	0.094890	2.080000	52.631000	66.897000	2.090000	56.377000	64.344000	
149.000000	0.094823	2.078000	52.958000	67.050000	2.526000	41.782000	46.677000	
150.000000	0.094755	2.105000	52.643000	66.612000	2.580000	37.849000	43.071000	
151.000000	0.094686	2.072000	53.065000	67.264000	2.789000	30.842000	36.791000	
152.000000	0.094618	2.076000	52.744000	67.162000	2.729000	33.394000	38.128000	
153.000000	0.094548	2.074000	53.238000	67.233000	2.577000	36.840000	44.976000	
154.000000	0.094479	2.084000	51.721000	66.114000	2.599000	40.885000	42.545000	
155.000000	0.094409	2.085000	52.864000	66.724000	2.932000	31.795000	34.319000	
156.000000	0.094338	2.068000	52.721000	67.142000	2.180000	51.890000	60.211000	
157.000000	0.094268	2.066000	53.662000	67.651000	2.614000	38.135000	42.747000	
158.000000	0.094196	2.081000	51.622000	66.256000	2.868000	33.625000	40.194000	
159.000000	0.094125	2.081000	52.576000	66.785000	3.358000	20.125000	20.624000	
160.000000	0.094052	2.071000	53.280000	67.233000	2.661000	31.330000	37.763000	
161.000000	0.093980	2.078000	53.228000	67.030000	2.292000	47.741000	55.592000	
162.000000	0.093907	2.074000	52.871000	67.284000	2.425000	43.819000	49.473000	
163.000000	0.093834	2.074000	53.144000	66.999000	2.075000	57.095000	65.519000	
164.000000	0.093760	2.084000	52.738000	66.694000	2.872000	33.041000	35.332000	
165.000000	0.093686	2.080000	52.275000	66.673000	3.329000	21.929000	23.703000	
166.000000	0.093611	2.073000	54.187000	67.732000	2.362000	44.945000	53.363000	
167.000000	0.093536	2.072000	53.613000	67.732000	2.285000	50.268000	55.794000	
168.000000	0.093461	2.082000	52.809000	67.060000	2.190000	53.049000	60.900000	
169.000000	0.093385	2.055000	54.922000	67.966000	2.266000	48.601000	55.065000	
170.000000	0.093309	2.073000	53.261000	67.243000	2.759000	32.685000	38.776000	
171.000000	0.093233	2.066000	53.414000	67.325000	2.099000	54.509000	61.994000	
172.000000	0.093156	2.072000	53.116000	67.223000	2.426000	38.638000	50.000000	
173.000000	0.093078	2.058000	53.831000	67.722000	2.897000	31.370000	36.507000	
174.000000	0.093000	2.074000	53.495000	67.681000	2.419000	43.874000	53.485000	
175.000000	0.092922	2.074000	53.333000	67.366000	2.110000	55.294000	63.857000	
176.000000	0.092844	2.070000	53.624000	67.355000	2.177000	51.285000	61.143000	
177.000000	0.092765	2.072000	53.100000	67.243000	2.253000	47.326000	58.185000	
178.000000	0.092685	2.054000	53.830000	68.099000	2.463000	41.733000	46.596000	
179.000000	0.092606	2.069000	53.950000	67.600000	2.512000	39.924000	47.853000	
180.000000	0.092525	2.059000	54.066000	67.895000	2.265000	49.658000	56.888000	
181.000000	0.092445	2.062000	54.546000	67.752000	2.574000	38.288000	46.596000	
182.000000	0.092364	2.059000	53.470000	67.467000	2.288000	45.515000	54.214000	
183.000000	0.092283	2.042000	54.738000	68.648000	2.298000	45.601000	53.647000	
184.000000	0.092201	2.065000	53.336000	67.172000	3.097000	27.274000	25.527000	
185.000000	0.092119	2.065000	53.264000	67.478000	2.769000	31.547000	38.857000	
186.000000	0.092036	2.059000	54.083000	68.007000	3.158000	25.675000	26.823000	
187.000000	0.091953	2.040000	54.882000	68.821000	2.418000	45.058000	50.689000	
188.000000	0.091870	2.056000	54.401000	68.068000	2.259000	47.765000	55.997000	
189.000000	0.091786	2.036000	55.061000	68.618000	2.794000	39.216000	36.588000	
190.000000	0.091702	2.070000	53.661000	67.529000	2.602000	36.385000	43.193000	
191.000000	0.091618	2.062000	53.995000	67.946000	2.407000	45.959000	52.593000	
192.000000	0.091533	2.052000	54.185000	68.078000	2.192000	52.794000	58.914000	
193.000000	0.091448	2.049000	54.547000	68.353000	2.862000	30.791000	36.021000	
194.000000	0.091362	2.055000	53.774000	67.915000	2.781000	34.052000	38.533000	
195.000000	0.091276	2.060000	54.646000	68.078000	2.989000	27.854000	30.713000	
196.000000	0.091190	2.050000	53.788000	67.752000	2.792000	32.544000	35.008000	
197.000000	0.091103	2.048000	54.529000	68.170000	2.338000	40.302000	53.525000	
198.000000	0.091016	2.052000	54.411000	68.129000	2.405000	44.349000	48.947000	
199.000000	0.090928	2.065000	54.500000	68.037000	2.174000	52.896000	60.656000	
200.000000	0.090840	2.043000	54.440000	68.669000	2.054000	56.215000	65.640000	
201.000000	0.090752	2.055000	54.601000	68.221000	2.803000	32.008000	35.332000	
202.000000	0.090663	2.053000	54.049000	68.373000	2.554000	42.589000	43.679000	
203.000000	0.090574	2.062000	54.376000	67.834000	2.439000	40.987000	47.366000	
204.000000	0.090485	2.056000	54.049000	68.007000	2.312000	48.244000	53.363000	
205.000000	0.090395	2.048000	54.307000	68.221000	2.254000	47.914000	57.050000	
206.000000	0.090305	2.056000	53.450000	67.742000	1.982000	57.315000	68.355000	
207.000000	0.090215	2.045000	55.035000	68.740000	3.214000	22.801000	28.444000	
208.000000	0.090124	2.035000	55.866000	68.943000	2.893000	33.300000	33.874000	
209.000000	0.090032	2.068000	53.707000	67.142000	2.554000	38.041000	43.760000	
210.000000	0.089941	2.059000	54.005000	68.027000	2.188000	50.284000	59.279000	
211.000000	0.089849	2.047000	55.385000	68.781000	2.373000	43.052000	50.932000	
212.000000	0.089756	2.055000	54.679000	68.017000	2.113000	52.972000	62.682000	
213.000000	0.089664	2.057000	54.291000	68.119000	2.886000	29.366000	31.888000	
214.000000	0.089570	2.044000	54.936000	68.577000	2.235000	46.587000	57.699000	
215.000000	0.089477	2.050000	53.691000	67.997000	2.880000	35.561000	33.630000	
216.000000	0.089383	2.037000	54.517000	68.638000	2.429000	44.081000	49.230000	
217.000000	0.089289	2.046000	53.860000	67.803000	3.146000	27.875000	25.689000	
218.000000	0.089194	2.061000	53.600000	67.610000	2.260000	53.474000	57.861000	
219.000000	0.089099	2.038000	54.883000	68.597000	2.086000	56.605000	64.951000	
220.000000	0.089004	2.042000	54.116000	68.190000	1.990000	58.177000	68.152000	
221.000000	0.088908	2.049000	54.003000	68.027000	2.364000	45.688000	52.674000	
222.000000	0.088812	2.050000	54.418000	68.139000	1.972000	55.342000	68.355000	
223.000000	0.088716	2.041000	55.131000	68.546000	2.069000	54.839000	64.789000	
224.000000	0.088619	2.043000	54.697000	68.740000	3.018000	25.238000	29.822000	
225.000000	0.088522	2.047000	54.453000	68.109000	3.126000	23.387000	24.190000	
226.000000	0.088425	2.060000	53.675000	67.966000	2.269000	48.161000	56.848000	
227.000000	0.088327	2.043000	54.811000	68.292000	2.496000	42.110000	48.096000	
228.000000	0.088229	2.037000	55.358000	68.872000	3.163000	19.312000	23.784000	
229.000000	0.088130	2.036000	55.209000	68.882000	2.103000	56.390000	63.169000	
230.000000	0.088031	2.040000	54.736000	68.434000	2.108000	52.017000	60.940000	
231.000000	0.087932	2.034000	55.032000	68.740000	2.198000	54.020000	59.279000	
232.000000	0.087833	2.043000	55.414000	68.679000	2.083000	59.960000	64.587000	
233.000000	0.087733	2.034000	55.781000	68.923000	2.162000	48.507000	59.400000	
234.000000	0.087632	2.025000	55.146000	68.872000	2.229000	50.169000	56.645000	
235.000000	0.087532	2.044000	55.045000	68.740000	2.368000	48.550000	55.875000	
236.000000	0.087431	2.023000	55.917000	69.198000	2.107000	54.326000	63.736000	
237.000000	0.087330	2.047000	54.258000	68.190000	2.944000	28.047000	32.415000	
238.000000	0.087228	2.033000	55.125000	68.811000	2.016000	56.494000	67.626000	
239.000000	0.087126	2.028000	55.839000	69.167000	2.367000	41.883000	49.838000	
240.000000	0.087024	2.038000	54.908000	68.587000	2.398000	42.885000	51.459000	
241.000000	0.086921	2.029000	55.534000	68.852000	1.929000	59.681000	70.908000	
242.000000	0.086818	2.042000	54.936000	68.770000	2.579000	41.880000	45.502000	
243.000000	0.086715	2.033000	55.625000	69.198000	2.299000	49.156000	55.348000	
244.000000	0.086611	2.046000	55.234000	68.770000	2.750000	32.098000	36.345000	
245.000000	0.086507	2.027000	56.121000	69.310000	2.368000	45.305000	51.297000	
246.000000	0.086403	2.025000	56.360000	69.544000	2.439000	43.016000	49.068000	
247.000000	0.086298	2.044000	55.081000	68.638000	3.259000	23.903000	21.029000	
248.000000	0.086193	2.043000	55.340000	68.455000	2.393000	43.570000	50.041000	
249.000000	0.086088	2.026000	55.793000	69.300000	2.975000	27.365000	31.929000	
250.000000	0.085982	2.032000	54.608000	68.567000	2.473000	42.324000	47.123000	
251.000000	0.085876	2.033000	55.490000	68.893000	2.375000	41.875000	51.823000	
252.000000	0.085770	2.027000	55.320000	69.015000	2.459000	43.473000	50.122000	
253.000000	0.085663	2.024000	55.245000	68.994000	2.531000	43.052000	45.705000	
254.000000	0.085556	2.020000	57.322000	69.971000	2.301000	47.422000	56.240000	
255.000000	0.085449	2.035000	55.528000	68.984000	2.655000	36.781000	39.344000	
256.000000	0.085341	2.022000	56.443000	69.483000	2.457000	43.099000	48.947000	
257.000000	0.085233	2.030000	55.780000	68.984000	2.293000	48.971000	55.389000	
258.000000	0.085125	2.019000	55.984000	69.412000	2.123000	50.825000	61.264000	
259.000000	0.085016	2.025000	55.668000	69.249000	1.943000	60.169000	70.178000	
260.000000	0.084907	2.022000	55.799000	69.401000	2.548000	41.824000	45.948000	
261.000000	0.084798	2.036000	54.834000	68.302000	2.466000	44.139000	47.569000	
262.000000	0.084688	2.020000	55.651000	69.483000	2.444000	47.442000	51.742000	
263.000000	0.084578	2.018000	56.110000	69.595000	2.712000	39.695000	39.587000	
264.000000	0.084468	2.022000	56.141000	69.524000	3.197000	28.379000	27.188000	
265.000000	0.084358	2.029000	56.136000	69.615000	2.655000	38.568000	41.045000	
266.000000	0.084247	2.011000	56.146000	69.646000	2.132000	54.113000	62.358000	
267.000000	0.084136	2.029000	56.181000	69.432000	2.219000	47.263000	57.577000	
268.000000	0.084024	2.022000	55.557000	69.371000	2.721000	31.534000	37.763000	
269.000000	0.083912	2.028000	55.987000	69.239000	2.767000	37.516000	38.979000	
270.000000	0.083800	2.018000	55.838000	69.320000	2.012000	58.594000	65.113000	
271.000000	0.083688	2.019000	55.771000	69.412000	1.871000	62.261000	74.028000	
272.000000	0.083575	2.025000	55.646000	69.106000	2.347000	48.063000	51.580000	
273.000000	0.083462	2.012000	56.259000	69.432000	2.681000	30.959000	40.924000	
274.000000	0.083349	2.017000	56.821000	69.921000	2.197000	50.392000	59.887000	
275.000000	0.083235	2.022000	55.827000	69.351000	2.459000	43.090000	48.744000	
276.000000	0.083121	2.026000	56.561000	69.625000	2.598000	39.920000	42.139000	
277.000000	0.083007	2.009000	57.070000	70.267000	2.059000	56.881000	63.736000	
278.000000	0.082892	2.007000	56.834000	70.033000	2.123000	53.716000	63.574000	
279.000000	0.082778	2.031000	55.600000	69.035000	1.937000	64.976000	71.515000	
280.000000	0.082663	2.027000	55.318000	68.923000	2.307000	46.690000	54.376000	
281.000000	0.082547	2.018000	56.878000	70.063000	2.227000	51.903000	57.010000	
282.000000	0.082431	2.015000	56.414000	69.544000	2.309000	45.046000	51.904000	
283.000000	0.082315	2.007000	56.822000	69.982000	2.158000	52.773000	61.912000	
284.000000	0.082199	2.003000	57.109000	70.491000	2.607000	35.835000	42.099000	
285.000000	0.082082	2.007000	57.094000	70.257000	3.147000	22.687000	28.930000	
286.000000	0.081966	2.016000	56.610000	69.819000	2.338000	46.658000	53.282000	
287.000000	0.081848	2.006000	56.966000	70.175000	2.149000	56.513000	62.682000	
288.000000	0.081731	2.012000	56.522000	69.870000	3.680000	15.750000	16.613000	
289.000000	0.081613	2.020000	56.404000	69.239000	2.187000	49.921000	59.117000	
290.000000	0.081495	2.023000	55.755000	68.862000	2.385000	41.735000	53.201000	
291.000000	0.081377	2.027000	55.667000	68.791000	2.371000	48.307000	54.295000	
292.000000	0.081258	2.014000	56.487000	69.636000	2.307000	45.192000	55.105000	
293.000000	0.081139	2.022000	56.204000	69.554000	2.221000	52.402000	57.658000	
294.000000	0.081020	1.991000	57.718000	70.776000	2.339000	45.581000	53.849000	
295.000000	0.080900	2.014000	56.287000	69.697000	2.545000	42.640000	46.961000	
296.000000	0.080781	2.006000	57.372000	70.368000	2.589000	39.851000	42.666000	
297.000000	0.080661	1.992000	57.924000	70.949000	2.350000	50.320000	53.768000	
298.000000	0.080540	2.014000	56.493000	69.524000	2.247000	53.115000	57.820000	
299.000000	0.080420	2.017000	56.534000	69.737000	2.512000	43.868000	46.596000	
300.000000	0.080299	1.995000	57.798000	70.511000	2.589000	40.465000	45.786000	
301.000000	0.080178	2.007000	56.792000	70.155000	2.293000	47.203000	53.849000	
302.000000	0.080056	1.990000	57.368000	70.491000	2.215000	53.833000	59.157000	
303.000000	0.079935	1.997000	58.347000	70.877000	2.048000	62.615000	66.370000	
304.000000	0.079813	2.006000	57.642000	70.409000	2.382000	43.667000	51.661000	
305.000000	0.079691	2.012000	56.650000	69.748000	2.362000	45.789000	52.512000	
306.000000	0.079568	2.004000	57.360000	70.338000	2.479000	45.666000	49.230000	
307.000000	0.079445	2.002000	57.326000	70.399000	1.991000	59.570000	67.950000	
308.000000	0.079322	1.996000	57.675000	70.745000	2.440000	41.698000	49.028000	
309.000000	0.079199	2.007000	56.264000	69.524000	2.344000	50.658000	53.525000	
310.000000	0.079075	2.007000	56.949000	69.758000	2.773000	37.337000	36.183000	
311.000000	0.078952	2.009000	56.923000	70.145000	2.572000	41.380000	45.300000	
312.000000	0.078828	1.999000	57.933000	70.704000	1.984000	60.278000	68.963000	
313.000000	0.078703	1.996000	57.743000	70.633000	2.165000	50.894000	60.859000	
314.000000	0.078579	2.009000	57.051000	70.002000	2.668000	34.269000	39.587000	
315.000000	0.078454	1.998000	57.425000	70.185000	2.201000	50.463000	59.117000	
316.000000	0.078329	2.010000	57.038000	69.717000	2.639000	39.678000	43.193000	
317.000000	0.078203	2.004000	57.584000	70.348000	1.956000	61.400000	69.125000	
318.000000	0.078078	1.996000	58.441000	70.592000	2.579000	40.777000	45.786000	
319.000000	0.077952	2.001000	57.638000	70.664000	2.265000	48.894000	55.348000	
320.000000	0.077826	1.983000	57.908000	70.969000	2.127000	48.895000	61.264000	
321.000000	0.077699	2.002000	57.638000	69.951000	1.913000	59.970000	71.070000	
322.000000	0.077573	1.977000	57.882000	70.745000	2.079000	60.160000	64.708000	
323.000000	0.077446	2.000000	57.735000	70.470000	3.137000	28.708000	25.608000	
324.000000	0.077319	1.992000	58.228000	71.030000	2.292000	49.560000	53.930000	
325.000000	0.077191	1.993000	58.580000	70.969000	1.895000	64.042000	72.853000	
326.000000	0.077064	2.003000	57.311000	70.195000	2.353000	48.187000	53.160000	
327.000000	0.076936	2.002000	57.058000	70.022000	2.087000	55.709000	61.953000	
328.000000	0.076808	1.989000	58.280000	70.857000	2.536000	46.131000	51.337000	
329.000000	0.076679	1.985000	59.136000	71.468000	2.541000	41.269000	44.408000	
330.000000	0.076551	2.003000	57.670000	70.735000	2.487000	42.158000	48.906000	
331.000000	0.076422	1.994000	58.303000	70.827000	2.066000	54.902000	64.587000	
332.000000	0.076293	1.995000	58.589000	70.908000	2.258000	52.257000	56.280000	
333.000000	0.076164	2.004000	56.933000	69.768000	2.137000	52.477000	61.548000	
334.000000	0.076034	1.997000	57.280000	69.992000	2.164000	51.190000	61.426000	
335.000000	0.075905	1.994000	57.987000	70.348000	2.236000	50.569000	56.240000	
336.000000	0.075775	1.974000	59.593000	71.916000	2.025000	60.827000	67.139000	
337.000000	0.075644	1.988000	58.393000	70.796000	2.497000	41.851000	47.083000	
