51	11	NG
149	28	NG
171	29	NG
174	51	NG
201	59	NG
261	115	NG
318	120	NG
596	146	NG
703	149	NG
753	171	NG
806	174	NG
819	183	NG
853	196	NG
967	201	NG
990	205	NG
939	217	NG
71	27	NG
288	33	NG
313	38	NG
336	40	NG
425	62	NG
532	67	NG
578	71	NG
709	72	NG
711	137	NG
874	138	NG
912	142	NG
921	163	NG
957	168	NG
1009	178	NG
1011	186	NG
142	202	NG
44	0	NG
54	34	NG
109	42	NG
134	44	NG
248	52	NG
265	54	NG
290	57	NG
337	76	NG
378	84	NG
485	97	NG
549	109	NG
798	117	NG
815	124	NG
988	134	NG
999	145	NG
42	151	NG
233	42	NG
236	57	NG
266	76	NG
395	77	NG
450	84	NG
466	111	NG
471	144	NG
534	179	NG
635	189	NG
757	208	NG
864	219	NG
909	231	NG
919	233	NG
973	236	NG
1007	247	NG
714	266	NG
18	6	NG
41	18	NG
184	38	NG
244	40	NG
253	41	NG
346	96	NG
377	100	NG
397	105	NG
446	107	NG
467	184	NG
727	192	NG
786	193	NG
793	222	NG
831	237	NG
889	244	NG
280	253	NG
23	23	OK
34	34	OK
39	39	OK
81	81	OK
88	88	OK
108	108	OK
160	160	OK
189	189	OK
378	378	OK
525	525	OK
577	577	OK
591	591	OK
639	639	OK
815	815	OK
1020	1020	OK
859	42	NG
18	18	OK
38	38	OK
184	40	NG
244	41	NG
253	96	NG
280	100	NG
346	105	NG
377	107	NG
397	184	NG
446	192	NG
467	222	NG
496	237	NG
793	239	NG
831	244	NG
889	253	NG
105	259	NG
0	0	OK
145	16	NG
157	37	NG
208	42	NG
231	44	NG
240	52	NG
247	54	NG
262	57	NG
271	76	NG
407	84	NG
627	109	NG
785	117	NG
905	124	NG
943	134	NG
953	144	NG
801	145	NG
13	13	OK
118	31	NG
198	58	NG
371	65	NG
386	118	NG
430	198	NG
506	200	NG
700	204	NG
723	216	NG
845	251	NG
876	278	NG
933	323	NG
970	371	NG
1008	374	NG
1022	386	NG
412	412	OK
42	17	NG
109	34	NG
117	42	NG
134	44	NG
176	54	NG
265	57	NG
276	76	NG
290	84	NG
326	109	NG
421	117	NG
434	133	NG
485	134	NG
617	144	NG
768	145	NG
913	151	NG
248	152	NG
13	13	OK
198	31	NG
204	58	NG
371	118	NG
386	198	NG
430	200	NG
506	204	NG
700	216	NG
723	323	NG
808	371	NG
845	374	NG
876	386	NG
933	412	NG
1008	430	NG
1022	460	NG
920	480	NG
3	3	OK
15	15	OK
83	20	NG
199	21	NG
366	61	NG
444	83	NG
454	85	NG
502	89	NG
583	97	NG
604	104	NG
649	140	NG
835	151	NG
875	167	NG
968	199	NG
997	206	NG
357	210	NG
69	10	NG
130	31	NG
246	43	NG
254	65	NG
309	69	NG
369	72	NG
384	102	NG
472	118	NG
523	130	NG
606	137	NG
728	141	NG
789	156	NG
810	162	NG
881	202	NG
882	216	NG
847	246	NG
24	6	NG
45	24	NG
148	45	NG
155	46	NG
282	74	NG
561	96	NG
613	105	NG
658	119	NG
712	148	NG
742	155	NG
804	237	NG
830	282	NG
883	302	NG
897	379	NG
998	405	NG
6	408	NG
33	25	NG
67	31	NG
72	32	NG
278	33	NG
305	58	NG
323	62	NG
334	65	NG
449	67	NG
648	71	NG
778	72	NG
780	99	NG
837	116	NG
901	118	NG
922	142	NG
1006	202	NG
621	251	NG
28	28	OK
147	30	NG
149	36	NG
161	37	NG
185	51	NG
243	59	NG
376	80	NG
443	98	NG
457	115	NG
569	120	NG
582	135	NG
664	147	NG
688	149	NG
707	161	NG
929	169	NG
653	171	NG
18	18	OK
38	38	OK
184	40	NG
244	41	NG
253	96	NG
280	100	NG
346	105	NG
377	107	NG
397	184	NG
446	192	NG
467	222	NG
496	237	NG
793	239	NG
831	244	NG
889	253	NG
105	259	NG
25	8	NG
251	25	NG
372	62	NG
380	67	NG
435	82	NG
536	112	NG
543	187	NG
584	197	NG
671	200	NG
719	204	NG
749	213	NG
784	226	NG
865	251	NG
877	278	NG
894	279	NG
298	298	OK
3	3	OK
15	15	OK
83	20	NG
199	21	NG
366	61	NG
444	83	NG
454	85	NG
502	89	NG
583	97	NG
604	104	NG
649	140	NG
835	151	NG
875	167	NG
968	199	NG
997	206	NG
357	210	NG
30	28	NG
36	30	NG
316	36	NG
413	47	NG
457	64	NG
513	80	NG
581	89	NG
582	95	NG
609	98	NG
722	115	NG
746	135	NG
827	147	NG
903	149	NG
904	161	NG
966	169	NG
161	172	NG
37	0	NG
80	28	NG
135	30	NG
147	36	NG
242	37	NG
267	52	NG
327	80	NG
398	89	NG
443	95	NG
522	97	NG
569	98	NG
651	115	NG
653	124	NG
688	135	NG
930	147	NG
338	149	NG
78	31	NG
93	32	NG
99	33	NG
285	58	NG
311	65	NG
312	67	NG
331	72	NG
465	78	NG
553	93	NG
611	99	NG
623	116	NG
682	118	NG
826	138	NG
996	162	NG
1002	178	NG
567	202	NG
28	28	OK
147	30	NG
149	36	NG
161	37	NG
185	51	NG
243	59	NG
376	80	NG
443	98	NG
457	115	NG
569	120	NG
582	135	NG
664	147	NG
688	149	NG
707	161	NG
929	169	NG
653	171	NG
44	0	NG
54	34	NG
109	42	NG
134	44	NG
248	52	NG
265	54	NG
290	57	NG
337	76	NG
378	84	NG
485	97	NG
549	109	NG
798	117	NG
815	124	NG
988	134	NG
999	145	NG
42	151	NG
114	12	NG
125	27	NG
163	53	NG
164	56	NG
186	71	NG
207	79	NG
284	86	NG
299	87	NG
324	92	NG
335	102	NG
348	114	NG
666	125	NG
764	137	NG
769	138	NG
895	150	NG
873	163	NG
4	4	OK
128	27	NG
232	71	NG
268	128	NG
403	138	NG
440	163	NG
494	164	NG
600	168	NG
608	178	NG
631	186	NG
644	202	NG
862	203	NG
911	207	NG
925	224	NG
942	232	NG
685	249	NG
153	22	NG
188	46	NG
192	48	NG
259	91	NG
314	119	NG
317	123	NG
392	126	NG
432	139	NG
528	153	NG
716	188	NG
730	192	NG
788	215	NG
851	237	NG
937	239	NG
947	252	NG
692	253	NG
17	17	OK
19	19	OK
110	42	NG
133	76	NG
191	77	NG
340	84	NG
433	110	NG
515	117	NG
563	133	NG
767	144	NG
824	152	NG
856	158	NG
879	179	NG
890	191	NG
935	233	NG
499	276	NG
47	28	NG
98	30	NG
169	36	NG
172	47	NG
252	60	NG
413	64	NG
531	91	NG
535	98	NG
582	139	NG
595	147	NG
598	149	NG
674	161	NG
828	169	NG
977	172	NG
185	173	NG
362	174	NG
37	0	NG
80	28	NG
135	30	NG
147	36	NG
242	37	NG
267	52	NG
327	80	NG
398	89	NG
443	95	NG
522	97	NG
569	98	NG
651	115	NG
653	124	NG
688	135	NG
930	147	NG
338	149	NG
44	0	NG
109	16	NG
134	42	NG
248	44	NG
265	52	NG
290	54	NG
337	57	NG
368	61	NG
485	76	NG
615	84	NG
617	97	NG
768	109	NG
798	117	NG
913	124	NG
988	134	NG
888	145	NG
37	0	NG
80	16	NG
242	28	NG
267	37	NG
271	44	NG
349	52	NG
398	54	NG
522	61	NG
539	80	NG
651	89	NG
801	95	NG
803	97	NG
918	115	NG
930	124	NG
943	135	NG
327	145	NG
131	131	OK
132	132	OK
143	143	OK
209	209	OK
220	220	OK
221	221	OK
301	301	OK
427	427	OK
593	593	OK
697	752	NG
752	754	NG
754	755	NG
755	884	NG
884	969	NG
979	979	OK
969	194	NG
70	70	OK
146	120	NG
214	146	NG
245	171	NG
624	214	NG
629	245	NG
677	281	NG
710	295	NG
736	393	NG
868	394	NG
910	516	NG
938	562	NG
975	590	NG
976	592	NG
993	624	NG
590	629	NG
121	9	NG
229	74	NG
256	121	NG
300	136	NG
404	165	NG
419	177	NG
498	229	NG
570	256	NG
587	294	NG
619	300	NG
694	302	NG
842	306	NG
948	307	NG
949	350	NG
989	357	NG
503	359	NG
27	18	NG
38	27	NG
40	38	NG
275	40	NG
280	71	NG
383	142	NG
388	178	NG
463	184	NG
580	192	NG
663	224	NG
669	239	NG
675	249	NG
793	253	NG
932	259	NG
955	268	NG
253	275	NG
84	17	NG
144	19	NG
179	42	NG
233	57	NG
433	76	NG
499	77	NG
534	84	NG
757	110	NG
796	117	NG
879	133	NG
892	144	NG
935	179	NG
981	191	NG
1001	208	NG
276	225	NG
515	231	NG
35	35	OK
49	49	OK
50	50	OK
170	66	NG
181	75	NG
263	113	NG
354	122	NG
453	170	NG
458	181	NG
462	190	NG
740	218	NG
858	263	NG
878	286	NG
927	354	NG
992	389	NG
715	390	NG
43	5	NG
156	10	NG
246	43	NG
254	69	NG
309	130	NG
356	156	NG
416	162	NG
476	238	NG
526	246	NG
661	254	NG
720	287	NG
881	309	NG
882	342	NG
952	344	NG
982	356	NG
69	369	NG
52	3	NG
95	30	NG
97	36	NG
124	37	NG
210	44	NG
211	52	NG
274	54	NG
296	80	NG
400	89	NG
557	95	NG
601	97	NG
722	124	NG
848	135	NG
855	145	NG
860	147	NG
620	210	NG
15	3	NG
20	9	NG
212	15	NG
357	20	NG
454	26	NG
502	83	NG
546	85	NG
568	136	NG
649	199	NG
747	206	NG
822	212	NG
835	229	NG
849	294	NG
971	315	NG
1023	321	NG
989	332	NG
24	24	OK
45	45	OK
74	46	NG
148	74	NG
155	119	NG
302	123	NG
405	148	NG
447	155	NG
451	165	NG
493	237	NG
665	282	NG
734	302	NG
804	307	NG
830	359	NG
998	405	NG
165	419	NG
9	3	NG
89	9	NG
136	30	NG
175	36	NG
227	80	NG
306	89	NG
355	98	NG
373	123	NG
414	135	NG
461	136	NG
481	147	NG
495	169	NG
509	172	NG
985	175	NG
1014	177	NG
338	211	NG
15	1	NG
83	3	NG
85	15	NG
199	20	NG
315	21	NG
321	26	NG
332	61	NG
366	83	NG
444	85	NG
454	104	NG
583	140	NG
660	167	NG
680	190	NG
835	199	NG
945	206	NG
289	212	NG
0	0	OK
219	16	NG
234	37	NG
247	42	NG
281	44	NG
407	52	NG
497	54	NG
562	57	NG
592	70	NG
627	76	NG
736	84	NG
772	115	NG
905	120	NG
943	124	NG
993	144	NG
785	145	NG
75	17	NG
122	50	NG
152	75	NG
381	110	NG
